oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.56.41, CEST,lun 6 apr 2020, 03.56.47, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.56.47, CEST,lun 6 apr 2020, 03.56.52, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.56.52, CEST,lun 6 apr 2020, 03.56.58, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.56.58, CEST,lun 6 apr 2020, 03.57.03, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.57.03, CEST,lun 6 apr 2020, 03.57.08, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.57.08, CEST,lun 6 apr 2020, 03.57.13, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.57.13, CEST,lun 6 apr 2020, 03.57.19, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.57.19, CEST,lun 6 apr 2020, 03.57.24, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.57.24, CEST,lun 6 apr 2020, 03.57.29, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.57.29, CEST,lun 6 apr 2020, 03.57.35, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.57.35, CEST,lun 6 apr 2020, 03.57.40, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.57.40, CEST,lun 6 apr 2020, 03.57.45, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.57.45, CEST,lun 6 apr 2020, 03.57.50, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.57.50, CEST,lun 6 apr 2020, 03.57.55, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.57.55, CEST,lun 6 apr 2020, 03.58.01, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.01, CEST,lun 6 apr 2020, 03.58.06, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.06, CEST,lun 6 apr 2020, 03.58.11, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.11, CEST,lun 6 apr 2020, 03.58.16, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.16, CEST,lun 6 apr 2020, 03.58.21, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.21, CEST,lun 6 apr 2020, 03.58.27, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.27, CEST,lun 6 apr 2020, 03.58.32, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.32, CEST,lun 6 apr 2020, 03.58.37, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.37, CEST,lun 6 apr 2020, 03.58.42, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.42, CEST,lun 6 apr 2020, 03.58.47, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.47, CEST,lun 6 apr 2020, 03.58.52, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.52, CEST,lun 6 apr 2020, 03.58.58, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.58.58, CEST,lun 6 apr 2020, 03.59.03, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.59.03, CEST,lun 6 apr 2020, 03.59.08, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.59.08, CEST,lun 6 apr 2020, 03.59.14, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.59.14, CEST,lun 6 apr 2020, 03.59.19, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.59.19, CEST,lun 6 apr 2020, 03.59.24, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.59.24, CEST,lun 6 apr 2020, 03.59.29, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.59.29, CEST,lun 6 apr 2020, 03.59.34, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.59.34, CEST,lun 6 apr 2020, 03.59.40, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.59.40, CEST,lun 6 apr 2020, 03.59.45, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.59.45, CEST,lun 6 apr 2020, 03.59.50, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.59.50, CEST,lun 6 apr 2020, 03.59.55, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 03.59.55, CEST,lun 6 apr 2020, 04.00.01, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.01, CEST,lun 6 apr 2020, 04.00.06, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.06, CEST,lun 6 apr 2020, 04.00.11, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.11, CEST,lun 6 apr 2020, 04.00.16, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.16, CEST,lun 6 apr 2020, 04.00.22, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.22, CEST,lun 6 apr 2020, 04.00.28, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.28, CEST,lun 6 apr 2020, 04.00.33, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.33, CEST,lun 6 apr 2020, 04.00.38, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.38, CEST,lun 6 apr 2020, 04.00.43, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.43, CEST,lun 6 apr 2020, 04.00.49, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.49, CEST,lun 6 apr 2020, 04.00.54, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.54, CEST,lun 6 apr 2020, 04.00.59, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.00.59, CEST,lun 6 apr 2020, 04.01.04, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.01.04, CEST,lun 6 apr 2020, 04.01.09, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.01.09, CEST,lun 6 apr 2020, 04.01.14, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.01.14, CEST,lun 6 apr 2020, 04.01.20, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.01.20, CEST,lun 6 apr 2020, 04.01.25, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.01.25, CEST,lun 6 apr 2020, 04.01.30, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.01.30, CEST,lun 6 apr 2020, 04.01.35, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.01.35, CEST,lun 6 apr 2020, 04.01.41, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.01.41, CEST,lun 6 apr 2020, 04.01.46, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.01.46, CEST,lun 6 apr 2020, 04.01.51, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.01.51, CEST,lun 6 apr 2020, 04.01.57, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.01.57, CEST,lun 6 apr 2020, 04.02.02, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.02.02, CEST,lun 6 apr 2020, 04.02.07, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.02.07, CEST,lun 6 apr 2020, 04.02.12, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.02.12, CEST,lun 6 apr 2020, 04.02.17, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.02.17, CEST,lun 6 apr 2020, 04.02.23, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.02.23, CEST,lun 6 apr 2020, 04.02.28, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.02.28, CEST,lun 6 apr 2020, 04.02.33, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.02.33, CEST,lun 6 apr 2020, 04.02.39, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.02.39, CEST,lun 6 apr 2020, 04.02.44, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.02.44, CEST,lun 6 apr 2020, 04.02.49, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.02.49, CEST,lun 6 apr 2020, 04.02.54, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.02.54, CEST,lun 6 apr 2020, 04.03.00, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.00, CEST,lun 6 apr 2020, 04.03.05, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.05, CEST,lun 6 apr 2020, 04.03.10, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.10, CEST,lun 6 apr 2020, 04.03.16, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.16, CEST,lun 6 apr 2020, 04.03.21, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.21, CEST,lun 6 apr 2020, 04.03.26, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.26, CEST,lun 6 apr 2020, 04.03.32, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.32, CEST,lun 6 apr 2020, 04.03.37, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.37, CEST,lun 6 apr 2020, 04.03.42, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.42, CEST,lun 6 apr 2020, 04.03.47, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.47, CEST,lun 6 apr 2020, 04.03.52, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.52, CEST,lun 6 apr 2020, 04.03.57, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.03.57, CEST,lun 6 apr 2020, 04.04.03, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.04.03, CEST,lun 6 apr 2020, 04.04.08, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.04.08, CEST,lun 6 apr 2020, 04.04.13, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.04.13, CEST,lun 6 apr 2020, 04.04.18, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.04.18, CEST,lun 6 apr 2020, 04.04.23, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.04.23, CEST,lun 6 apr 2020, 04.04.29, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.04.29, CEST,lun 6 apr 2020, 04.04.34, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.04.34, CEST,lun 6 apr 2020, 04.04.39, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.04.39, CEST,lun 6 apr 2020, 04.04.44, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.04.44, CEST,lun 6 apr 2020, 04.04.49, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.04.49, CEST,lun 6 apr 2020, 04.04.55, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.04.55, CEST,lun 6 apr 2020, 04.05.00, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.00, CEST,lun 6 apr 2020, 04.05.06, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.06, CEST,lun 6 apr 2020, 04.05.11, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.11, CEST,lun 6 apr 2020, 04.05.16, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.16, CEST,lun 6 apr 2020, 04.05.22, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.22, CEST,lun 6 apr 2020, 04.05.27, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.27, CEST,lun 6 apr 2020, 04.05.32, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.32, CEST,lun 6 apr 2020, 04.05.37, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.37, CEST,lun 6 apr 2020, 04.05.42, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.42, CEST,lun 6 apr 2020, 04.05.48, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.48, CEST,lun 6 apr 2020, 04.05.53, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.53, CEST,lun 6 apr 2020, 04.05.58, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.05.58, CEST,lun 6 apr 2020, 04.06.03, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.06.03, CEST,lun 6 apr 2020, 04.06.08, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.06.08, CEST,lun 6 apr 2020, 04.06.14, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.06.14, CEST,lun 6 apr 2020, 04.06.19, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.06.19, CEST,lun 6 apr 2020, 04.06.24, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.06.24, CEST,lun 6 apr 2020, 04.06.30, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.06.30, CEST,lun 6 apr 2020, 04.06.35, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitWithVarAppName,test fail, lun 6 apr 2020, 04.06.35, CEST,lun 6 apr 2020, 04.06.41, CEST
