oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.00.10, CEST,lun 6 apr 2020, 01.00.15, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.00.15, CEST,lun 6 apr 2020, 01.00.20, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.00.20, CEST,lun 6 apr 2020, 01.00.25, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.00.25, CEST,lun 6 apr 2020, 01.00.30, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.00.30, CEST,lun 6 apr 2020, 01.00.36, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.00.36, CEST,lun 6 apr 2020, 01.00.41, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.00.41, CEST,lun 6 apr 2020, 01.00.46, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.00.46, CEST,lun 6 apr 2020, 01.00.51, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.00.51, CEST,lun 6 apr 2020, 01.00.57, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.00.57, CEST,lun 6 apr 2020, 01.01.02, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.01.02, CEST,lun 6 apr 2020, 01.01.07, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.01.07, CEST,lun 6 apr 2020, 01.01.13, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.01.13, CEST,lun 6 apr 2020, 01.01.18, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.01.18, CEST,lun 6 apr 2020, 01.01.24, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.01.24, CEST,lun 6 apr 2020, 01.01.29, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.01.29, CEST,lun 6 apr 2020, 01.01.34, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.01.34, CEST,lun 6 apr 2020, 01.01.40, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.01.40, CEST,lun 6 apr 2020, 01.01.45, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.01.45, CEST,lun 6 apr 2020, 01.01.50, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.01.50, CEST,lun 6 apr 2020, 01.01.55, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.01.55, CEST,lun 6 apr 2020, 01.02.01, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.01, CEST,lun 6 apr 2020, 01.02.06, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.06, CEST,lun 6 apr 2020, 01.02.11, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.11, CEST,lun 6 apr 2020, 01.02.16, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.16, CEST,lun 6 apr 2020, 01.02.22, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.22, CEST,lun 6 apr 2020, 01.02.27, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.27, CEST,lun 6 apr 2020, 01.02.32, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.32, CEST,lun 6 apr 2020, 01.02.37, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.37, CEST,lun 6 apr 2020, 01.02.42, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.42, CEST,lun 6 apr 2020, 01.02.48, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.48, CEST,lun 6 apr 2020, 01.02.53, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.53, CEST,lun 6 apr 2020, 01.02.58, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.02.58, CEST,lun 6 apr 2020, 01.03.03, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.03.03, CEST,lun 6 apr 2020, 01.03.09, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.03.09, CEST,lun 6 apr 2020, 01.03.14, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.03.14, CEST,lun 6 apr 2020, 01.03.19, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.03.19, CEST,lun 6 apr 2020, 01.03.24, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.03.24, CEST,lun 6 apr 2020, 01.03.30, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.03.30, CEST,lun 6 apr 2020, 01.03.35, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.03.35, CEST,lun 6 apr 2020, 01.03.40, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.03.40, CEST,lun 6 apr 2020, 01.03.45, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.03.45, CEST,lun 6 apr 2020, 01.03.51, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.03.51, CEST,lun 6 apr 2020, 01.03.56, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.03.56, CEST,lun 6 apr 2020, 01.04.01, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.01, CEST,lun 6 apr 2020, 01.04.07, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.07, CEST,lun 6 apr 2020, 01.04.12, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.12, CEST,lun 6 apr 2020, 01.04.17, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.17, CEST,lun 6 apr 2020, 01.04.22, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.22, CEST,lun 6 apr 2020, 01.04.27, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.27, CEST,lun 6 apr 2020, 01.04.32, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.32, CEST,lun 6 apr 2020, 01.04.37, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.37, CEST,lun 6 apr 2020, 01.04.43, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.43, CEST,lun 6 apr 2020, 01.04.48, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.48, CEST,lun 6 apr 2020, 01.04.53, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.53, CEST,lun 6 apr 2020, 01.04.59, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.04.59, CEST,lun 6 apr 2020, 01.05.04, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.05.04, CEST,lun 6 apr 2020, 01.05.09, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.05.09, CEST,lun 6 apr 2020, 01.05.15, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.05.15, CEST,lun 6 apr 2020, 01.05.20, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.05.20, CEST,lun 6 apr 2020, 01.05.25, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.05.25, CEST,lun 6 apr 2020, 01.05.30, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.05.30, CEST,lun 6 apr 2020, 01.05.36, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.05.36, CEST,lun 6 apr 2020, 01.05.41, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.05.41, CEST,lun 6 apr 2020, 01.05.47, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.05.47, CEST,lun 6 apr 2020, 01.05.52, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.05.52, CEST,lun 6 apr 2020, 01.05.57, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.05.57, CEST,lun 6 apr 2020, 01.06.02, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.06.02, CEST,lun 6 apr 2020, 01.06.08, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.06.08, CEST,lun 6 apr 2020, 01.06.13, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.06.13, CEST,lun 6 apr 2020, 01.06.18, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.06.18, CEST,lun 6 apr 2020, 01.06.23, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.06.23, CEST,lun 6 apr 2020, 01.06.28, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.06.28, CEST,lun 6 apr 2020, 01.06.33, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.06.33, CEST,lun 6 apr 2020, 01.06.38, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.06.38, CEST,lun 6 apr 2020, 01.06.44, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.06.44, CEST,lun 6 apr 2020, 01.06.49, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.06.49, CEST,lun 6 apr 2020, 01.06.54, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.06.54, CEST,lun 6 apr 2020, 01.07.00, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.00, CEST,lun 6 apr 2020, 01.07.05, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.05, CEST,lun 6 apr 2020, 01.07.10, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.10, CEST,lun 6 apr 2020, 01.07.16, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.16, CEST,lun 6 apr 2020, 01.07.21, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.21, CEST,lun 6 apr 2020, 01.07.26, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.26, CEST,lun 6 apr 2020, 01.07.31, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.31, CEST,lun 6 apr 2020, 01.07.37, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.37, CEST,lun 6 apr 2020, 01.07.42, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.42, CEST,lun 6 apr 2020, 01.07.47, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.47, CEST,lun 6 apr 2020, 01.07.52, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.52, CEST,lun 6 apr 2020, 01.07.57, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.07.57, CEST,lun 6 apr 2020, 01.08.02, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.08.03, CEST,lun 6 apr 2020, 01.08.08, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.08.08, CEST,lun 6 apr 2020, 01.08.13, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.08.13, CEST,lun 6 apr 2020, 01.08.19, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.08.19, CEST,lun 6 apr 2020, 01.08.24, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.08.24, CEST,lun 6 apr 2020, 01.08.29, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.08.29, CEST,lun 6 apr 2020, 01.08.34, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.08.34, CEST,lun 6 apr 2020, 01.08.39, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.08.39, CEST,lun 6 apr 2020, 01.08.44, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.08.44, CEST,lun 6 apr 2020, 01.08.50, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.08.50, CEST,lun 6 apr 2020, 01.08.55, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.08.55, CEST,lun 6 apr 2020, 01.09.00, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.00, CEST,lun 6 apr 2020, 01.09.06, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.06, CEST,lun 6 apr 2020, 01.09.11, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.11, CEST,lun 6 apr 2020, 01.09.16, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.16, CEST,lun 6 apr 2020, 01.09.22, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.22, CEST,lun 6 apr 2020, 01.09.27, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.27, CEST,lun 6 apr 2020, 01.09.32, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.32, CEST,lun 6 apr 2020, 01.09.37, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.37, CEST,lun 6 apr 2020, 01.09.42, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.42, CEST,lun 6 apr 2020, 01.09.48, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.48, CEST,lun 6 apr 2020, 01.09.53, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.53, CEST,lun 6 apr 2020, 01.09.58, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.09.58, CEST,lun 6 apr 2020, 01.10.04, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.10.04, CEST,lun 6 apr 2020, 01.10.09, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.10.09, CEST,lun 6 apr 2020, 01.10.14, CEST
oozie,https://github.com/apache/oozie.git, 5eec5654654e1bbe66240fc3050722b459773926,./core/, TestCoordSubmitXCommand,testSubmitReservedVars,test fail, lun 6 apr 2020, 01.10.14, CEST,lun 6 apr 2020, 01.10.19, CEST
